content_id,description,llm_policy_id,llm_policy_name,llm_severity_tier,llm_confidence,llm_reasoning
CNT-0296,Full video: Prank involving fake bomb scare in a crowded public place,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content describes a prank involving a fake bomb scare, which falls under the RED tier for 'Pranks involving suicide or terrorism threats' due to the extreme emotional distress and panic it would cause."
CNT-0054,Full video: Mukbang video eating live octopus tentacles in theatrical manner (20,POL-SHOCK,Shocking Content,RED,HIGH,"The content describes 'eating live octopus tentacles in theatrical manner,' which directly matches the RED tier example of 'Eating live animals to shock' and indicates a primary purpose to shock."
CNT-0054,Full video: Mukbang video eating live octopus tentacles in theatrical manner (20,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"Eating live octopus is a dangerous act with a significant choking hazard that can cause critical harm. Presenting this in a 'mukbang video' in a 'theatrical manner' glorifies a dangerous act, aligning with the RED tier."
CNT-0054,Full video: Mukbang video eating live octopus tentacles in theatrical manner (20,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content depicting the consumption of live animals, especially in a sensationalized way, is highly disturbing and inappropriate for a young audience, fitting the RED tier for content promoting negative behavior or adult themes."
CNT-0181,Part 2: Romantic comedy scene with characters kissing passionately (2024),POL-ADULT,Adult Content,GREEN,HIGH,"The content describes a 'romantic comedy scene with characters kissing passionately,' which aligns with the 'Romance or kissing' examples in the GREEN tier for Adult Content."
CNT-0160,New upload: Thumbnail displaying the f-word prominently in large text | unedited,POL-LANG,Inappropriate Language,RED,HIGH,"The content description explicitly states that the 'f-word' is prominently displayed in large text on the thumbnail, which directly matches the RED tier for stronger profanity in thumbnails or titles."
CNT-0308,Viewer requested: Video showing how to break into houses using lockpicking tools,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly shows how to break into houses using lockpicking tools, which constitutes teaching unauthorized access and promoting trespassing, both of which are RED tier violations."
CNT-0148,Viewer requested: Video claiming COVID-19 vaccines contain microchips - full ver,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes misinformation by claiming COVID-19 vaccines contain microchips, which directly falls under denying medical conditions and COVID misinformation."
CNT-0027,New upload: Documentary on recent homicide with descriptive language about death,POL-VIOL,Violence,YELLOW,HIGH,"The content is a documentary on a recent homicide with descriptive language about death and is unedited. This suggests the presence of dead bodies or severe injuries, even if described rather than visually shown, placing it in the yellow tier for dead bodies with obvious injury in educational settings."
CNT-0027,New upload: Documentary on recent homicide with descriptive language about death,POL-SHOCK,Shocking Content,YELLOW,HIGH,"A documentary on a recent homicide with descriptive language about death and unedited footage is inherently shocking. While it has context, the descriptive and unedited nature pushes it beyond moderately shocking, aligning with the yellow tier for shocking content with graphic images (or descriptions) unobscured but with general context."
CNT-0027,New upload: Documentary on recent homicide with descriptive language about death,POL-CONTROV,Controversial Issues,YELLOW,HIGH,"Homicide is a controversial issue. The content is explicitly a documentary, which falls under the yellow tier for artistic, educational, or documentary representation of controversial issues."
CNT-0027,New upload: Documentary on recent homicide with descriptive language about death,POL-SENSIT,Sensitive Events,GREEN,HIGH,"A recent homicide is a sensitive event. The content is presented as a documentary, which aligns with the green tier for news reporting, documentary content, or discussions about sensitive events, provided it is not exploitative."
CNT-0465,Music video featuring choreographed hip-hop dancing in a studio,NONE,Unknown,GREEN,LOW,No reasoning provided
CNT-0217,Part 2: News segment covering abortion legislation changes factually - viewer di,POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content is described as a factual news segment covering abortion legislation changes, which falls under non-graphic news coverage of controversial issues, explicitly allowed in the green tier."
CNT-0385,Viewer requested: Educational video about STDs using animated depictions of sex ,POL-ADULT,Adult Content,YELLOW,HIGH,"The content is an educational video about STDs using animated depictions of sex, which directly matches the yellow tier description for 'non-arousing sexual education with animated sex acts'."
CNT-0385,Viewer requested: Educational video about STDs using animated depictions of sex ,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content discussing STDs and featuring animated depictions of sex is inherently adult-themed and inappropriate for children, regardless of its educational intent."
CNT-0447,Full video: Documentary with unbleeped racial slurs for educational impact #tren,POL-LANG,Inappropriate Language,RED,HIGH,"The content contains unbleeped racial slurs, which are considered extreme profanity or hateful language, falling under the RED tier for Inappropriate Language regardless of context."
CNT-0447,Full video: Documentary with unbleeped racial slurs for educational impact #tren,POL-HATE,Hateful & Derogatory Content,YELLOW,HIGH,"The content is a documentary using unobscured racial slurs for educational impact, which directly aligns with the YELLOW tier for Hateful & Derogatory Content."
CNT-0182,News reporter covering a natural disaster aftermath respectfully #trending,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content describes a news reporter covering a natural disaster aftermath respectfully, which aligns with the green tier for news reporting or discussions about sensitive events that are not exploitative."
CNT-0211,First person account describing child abuse in graphic sexual detail - viewer di,POL-VIOL,Violence,RED,HIGH,"The content describes child abuse in graphic detail, which falls under the 'violence targeting minors' criterion for the RED tier."
CNT-0211,First person account describing child abuse in graphic sexual detail - viewer di,POL-ADULT,Adult Content,RED,HIGH,"The description explicitly mentions 'graphic sexual detail' related to child abuse, which constitutes severe sexual content and sexual acts involving minors, placing it in the RED tier."
CNT-0211,First person account describing child abuse in graphic sexual detail - viewer di,POL-SHOCK,Shocking Content,RED,HIGH,"A first-person account describing child abuse in graphic sexual detail is inherently highly shocking and disturbing content, aligning with the RED tier."
CNT-0211,First person account describing child abuse in graphic sexual detail - viewer di,POL-CONTROV,Controversial Issues,RED,HIGH,"The content provides 'descriptive child abuse content,' which is explicitly listed as a RED tier violation under Controversial Issues."
CNT-0211,First person account describing child abuse in graphic sexual detail - viewer di,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content describing child abuse in graphic sexual detail is fundamentally inappropriate and harmful for children, placing it in the RED tier."
CNT-0063,Reupload of Prank where person is told their spouse died causing extreme distres,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a prank that causes extreme emotional distress by falsely informing someone their spouse died, which directly matches the 'Pranks causing extreme emotional distress' criteria in the YELLOW tier."
CNT-0344,Viewer requested: Video using clickbait title about recent tragedy to get views ,POL-SENSIT,Sensitive Events,RED,HIGH,"The content uses a clickbait title about a recent tragedy to gain views, which directly aligns with exploiting sensitive events and using keywords to drive traffic."
CNT-0169,Full video: Prank where person is told their spouse died causing extreme distres,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a prank that causes extreme emotional distress by falsely informing someone their spouse died, which directly matches the policy's criteria for pranks causing extreme emotional distress."
CNT-0169,Full video: Prank where person is told their spouse died causing extreme distres,POL-SENSIT,Sensitive Events,RED,HIGH,"The prank exploits the sensitive event of a spouse's death for entertainment, causing severe distress and profiting from a tragic theme, which is considered exploitative."
CNT-0169,Full video: Prank where person is told their spouse died causing extreme distres,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"Intentionally causing extreme emotional distress through a cruel prank, such as falsely reporting a spouse's death, constitutes harassment or intimidation."
CNT-0439,Viewer requested: Content repeatedly using homophobic slurs as insults,POL-LANG,Inappropriate Language,RED,HIGH,"The content repeatedly uses homophobic slurs, which are classified as extreme profanity and hateful language, warranting a RED severity tier."
CNT-0439,Viewer requested: Content repeatedly using homophobic slurs as insults,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"Repeatedly using homophobic slurs as insults constitutes hate or harassment towards individuals or groups based on their sexual orientation, falling under the RED tier for hateful content."
CNT-0439,Viewer requested: Content repeatedly using homophobic slurs as insults,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The repeated use of homophobic slurs as insults is gratuitously demeaning and focuses on shaming or insulting an individual or group, aligning with the YELLOW tier for incendiary content."
CNT-0288,Full video: Video titled 'how to end your life with dignity' with instructions,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The video provides instructions on 'how to end your life,' which directly promotes self-harm and suicide, falling under the RED tier for glorifying dangerous acts or challenges causing critical harm."
CNT-0288,Full video: Video titled 'how to end your life with dignity' with instructions,POL-CONTROV,Controversial Issues,RED,HIGH,"The content explicitly promotes self-harm and suicide by providing instructions on 'how to end your life,' which is a direct violation of the RED tier for promotion of self-harm or suicide."
CNT-0301,Trending: Personal story about recovering from opioid addiction | unedited,POL-DRUG,Recreational Drugs,GREEN,HIGH,"The content is a personal story about recovering from opioid addiction, which directly aligns with the 'Drug addiction recovery stories' example in the GREEN tier for Recreational Drugs."
CNT-0031,Reupload of Video showing real-world execution footage from conflict zone #trend,POL-VIOL,Violence,RED,HIGH,"The content explicitly describes 'real-world execution footage,' which constitutes ultra-graphic violent acts and injuries, and likely graphic dead bodies, without an educational context."
CNT-0031,Reupload of Video showing real-world execution footage from conflict zone #trend,POL-SHOCK,Shocking Content,RED,HIGH,"Real-world execution footage is inherently highly shocking and gruesome, likely presented without sufficient context to mitigate its impact, and could be seen as having the purpose to shock."
CNT-0031,Reupload of Video showing real-world execution footage from conflict zone #trend,POL-SENSIT,Sensitive Events,RED,HIGH,"The reupload of real-world execution footage from a conflict zone, combined with the '#trending' hashtag, suggests an attempt to exploit a sensitive event for views or traffic."
CNT-0285,New upload: Prank where person is told their spouse died causing extreme distres,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a prank designed to cause extreme emotional distress by falsely informing someone of their spouse's death, which directly aligns with the YELLOW tier for pranks causing extreme emotional distress."
CNT-0067,New upload: Content promoting anti-vaccination conspiracy theories as facts (202,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content explicitly promotes anti-vaccination conspiracy theories as facts, which directly falls under the RED tier for promoting anti-vaccination and denying medical conditions."
CNT-0416,Reupload of Boxing match at professional arena with visible face punches #trendi,POL-VIOL,Violence,GREEN,HIGH,"The content describes a professional boxing match with visible punches, which is a regulated sport and falls under mild, dramatized violence, not graphic or glorifying illegal acts."
CNT-0191,Trending: Movie scene showing character jumping from bridge in larger narrative ,POL-VIOL,Violence,GREEN,HIGH,"The content describes a dramatized movie scene, which falls under 'dramatized non-graphic' violence, eligible for ads, as it's part of a larger narrative and not explicitly graphic."
CNT-0191,Trending: Movie scene showing character jumping from bridge in larger narrative ,POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content depicts a controversial issue (character jumping from a bridge, potentially self-harm) within a dramatized movie scene, which is allowed if non-graphic and not promoting the act."
CNT-0379,Viewer requested: Video promoting extreme caloric restriction and showing emacia,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content is promoting extreme caloric restriction, which is a dangerous act that can cause critical harm and is explicitly prohibited under content glorifying dangerous acts."
CNT-0379,Viewer requested: Video promoting extreme caloric restriction and showing emacia,POL-CONTROV,Controversial Issues,RED,HIGH,"Promoting extreme caloric restriction and showing an emaciated body falls under the promotion of self-harm and eating disorders with triggering content, which are Red tier violations."
CNT-0379,Viewer requested: Video promoting extreme caloric restriction and showing emacia,POL-SHOCK,Shocking Content,RED,HIGH,"Showing an emaciated body, especially in the context of promoting extreme caloric restriction, constitutes highly shocking content and depicts extreme injuries, which is a Red tier violation."
CNT-0379,Viewer requested: Video promoting extreme caloric restriction and showing emacia,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content promoting extreme caloric restriction and showing an emaciated body is highly inappropriate and harmful for kids, promoting negative behavior and body image manipulation."
CNT-0382,Podcast episode where hosts use 'shit' multiple times in conversation | unedited,POL-LANG,Inappropriate Language,GREEN,HIGH,"The content description indicates moderate profanity ('shit') used multiple times in conversation, which aligns with the 'moderate profanity like shit used frequently' criteria for the GREEN tier."
CNT-0050,Home video of person accidentally walking into glass door,POL-SHOCK,Shocking Content,GREEN,HIGH,The content describes an accident (walking into a glass door) which falls under 'Accidents with no exposed injury' in the green tier for shocking content.
CNT-0222,Extended cut: Mukbang video eating live octopus tentacles in theatrical manner,POL-SHOCK,Shocking Content,RED,HIGH,"The content describes a mukbang video featuring the eating of live octopus tentacles in a theatrical manner, which directly aligns with the RED tier criterion of 'Eating live animals to shock'."
CNT-0048,Full video: Dermatologist explaining ear wax removal procedure educationally,POL-SHOCK,Shocking Content,GREEN,HIGH,"The content describes a dermatologist explaining an ear wax removal procedure in an educational manner, which aligns with the GREEN tier for medical or cosmetic procedures that are educational."
CNT-0044,Reupload of Content discussing sexual fetishes with explicit descriptions (2024),POL-ADULT,Adult Content,RED,HIGH,"The content explicitly discusses sexual fetishes with explicit descriptions, which falls under the RED tier for Adult Content as it involves discussions of fetishes."
CNT-0044,Reupload of Content discussing sexual fetishes with explicit descriptions (2024),POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content discussing sexual fetishes with explicit descriptions is an adult theme and is highly inappropriate for children, classifying it as RED for Inappropriate Content for Kids."
CNT-0426,Reupload of BB gun battle without protective gear in public park | unedited,POL-FIRE,Firearms,YELLOW,HIGH,"The content describes the use of BB guns against others without protective gear, which is explicitly listed under the YELLOW tier for firearms."
CNT-0426,Reupload of BB gun battle without protective gear in public park | unedited,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"Engaging in a BB gun battle without protective gear in a public park constitutes a high-risk activity that could lead to physical harm, aligning with the YELLOW tier for harmful acts."
CNT-0047,Video with thumbnail showing 18+ adult content warning (2024),POL-ADULT,Adult Content,YELLOW,HIGH,"The '18+ adult content warning' in the thumbnail indicates that the video contains adult themes or imagery, which would place it beyond the green tier, but without further specifics, a red tier classification cannot be definitively made."
CNT-0047,Video with thumbnail showing 18+ adult content warning (2024),POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content explicitly labeled as '18+ adult content' is inherently inappropriate for children, regardless of whether it is disguised or not."
CNT-0035,Reupload of Sex education video explaining contraception methods with diagrams,POL-ADULT,Adult Content,GREEN,HIGH,"The content is described as a 'Sex education video explaining contraception methods with diagrams', which directly aligns with the 'non-graphic sex education' tier for ads eligibility."
CNT-0243,Viewer requested: Video about phone jailbreaking and custom ROM installation - f,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content teaches 'jailbreaking' and 'custom ROM installation,' which involves bypassing manufacturer restrictions and gaining unauthorized access to a device's core software, aligning with the 'teaching unauthorized access' criteria."
CNT-0352,Part 2: Video showing exposed nudity with clearly visible sexual body parts - vi,POL-ADULT,Adult Content,RED,HIGH,"The content description explicitly states 'exposed nudity with clearly visible sexual body parts,' which directly matches the RED tier for Adult Content."
CNT-0079,Part 2: Content promoting white supremacist ideology and symbols | unedited,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content explicitly promotes white supremacist ideology and symbols, which directly falls under promoting hate groups and symbols, a RED tier violation."
CNT-0192,Trending: Dance video with deliberate camera zoom on sexual body parts | unedite,POL-ADULT,Adult Content,RED,HIGH,"The content features a deliberate camera zoom on sexual body parts during a dance, which is classified as sexually arousing content."
CNT-0131,New upload: Animated content for kids featuring adult horror characters like Mom,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content features adult horror characters like Momo in animated content explicitly made for kids, which falls under 'Adult themes disguised as kids content'."
CNT-0131,New upload: Animated content for kids featuring adult horror characters like Mom,POL-SHOCK,Shocking Content,RED,HIGH,Momo is an adult horror character known for its disturbing and shocking appearance. Presenting such a character in content for children is highly shocking and inappropriate for the target audience.
CNT-0341,Trending: Hunting video where the moment of kill is indiscernible in the distanc,POL-VIOL,Violence,GREEN,HIGH,"The content describes a hunting video where the 'moment of kill is indiscernible in the distance,' indicating non-graphic or mild violence, which is eligible for ads."
CNT-0341,Trending: Hunting video where the moment of kill is indiscernible in the distanc,POL-FIRE,Firearms,YELLOW,HIGH,"A hunting video inherently involves the use of firearms outside of a highly controlled environment like a shooting range, which aligns with the YELLOW tier for limited or no ads."
CNT-0468,Extended cut: Sex education video explaining contraception methods with diagrams,POL-ADULT,Adult Content,GREEN,HIGH,"The content is described as a non-graphic sex education video explaining contraception methods with diagrams, which aligns with the 'non-graphic sex education' tier."
CNT-0468,Extended cut: Sex education video explaining contraception methods with diagrams,POL-CONTROV,Controversial Issues,GREEN,MEDIUM,"While contraception can be a sensitive topic for some, the content is presented as an educational video explaining methods, which falls under the green tier for discussions of controversial issues."
CNT-0219,Trending: BB gun battle without protective gear in public park - viewer discreti,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a BB gun battle without protective gear in a public park, which is a high-risk activity in a non-professional environment that can cause physical harm or distress."
CNT-0219,Trending: BB gun battle without protective gear in public park - viewer discreti,POL-FIRE,Firearms,YELLOW,HIGH,"The content explicitly describes the use of BB guns against others without protective gear, which directly matches the yellow tier criteria for firearms use outside a controlled environment."
CNT-0161,Full video: Video encouraging kids to bully other students as a prank - full ver,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content encourages kids to bully others as a prank, which glorifies dangerous acts and causes physical or emotional harm."
CNT-0161,Full video: Video encouraging kids to bully other students as a prank - full ver,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"The content encourages bullying, which constitutes promoting harassment towards individuals or groups."
CNT-0161,Full video: Video encouraging kids to bully other students as a prank - full ver,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content explicitly promotes negative behavior for kids, specifically bullying other students."
CNT-0049,Cooking tutorial showing raw fish being prepared on cutting board (2024),NONE,No policy violation,GREEN,HIGH,"The content describes a standard cooking tutorial involving raw fish preparation, which does not violate any of the listed advertiser-friendly policies."
CNT-0374,Brief mention 'next week we discuss declining suicide rates' in outro (2024),POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content makes a brief, non-graphic mention of 'declining suicide rates' in the outro, which aligns with fleeting non-graphic references to controversial issues."
CNT-0374,Brief mention 'next week we discuss declining suicide rates' in outro (2024),POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content includes a brief mention of discussing 'declining suicide rates', which is a discussion about a sensitive event without being exploitative or dismissive."
CNT-0213,New upload: Content showing close-up of fresh self-harm cuts with visible blood ,POL-CONTROV,Controversial Issues,RED,HIGH,"The content explicitly describes a 'close-up of fresh self-harm cuts with visible blood,' which directly matches the RED tier description for 'Graphic self-harm with visible injuries.'"
CNT-0213,New upload: Content showing close-up of fresh self-harm cuts with visible blood ,POL-SHOCK,Shocking Content,RED,HIGH,"The description of 'close-up of fresh self-harm cuts with visible blood' constitutes highly shocking, gruesome, and gory content with extreme injuries, aligning with the RED tier."
CNT-0205,Part 2: Gameplay where player aggregates NPCs for mass killing compilation (2024,POL-VIOL,Violence,RED,HIGH,"The content explicitly describes a 'mass killing compilation' in gameplay, which focuses on ultra-graphic violent acts and could be interpreted as glorifying violence, even in a fictional context."
CNT-0205,Part 2: Gameplay where player aggregates NPCs for mass killing compilation (2024,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content featuring a 'mass killing compilation' is inherently inappropriate and potentially harmful for a child audience, regardless of it being gameplay."
CNT-0479,New upload: Content selling merchandise themed around a recent terrorist attack ,POL-SENSIT,Sensitive Events,RED,HIGH,"The content is selling merchandise themed around a recent terrorist attack, which directly falls under profiting from or exploiting sensitive events and selling products exploiting tragedies."
CNT-0424,Trending: Brief mention 'next week we discuss declining suicide rates' in outro ,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content makes a brief, non-graphic mention of discussing 'declining suicide rates' in an outro, which falls under discussions about sensitive events that are not exploitative or dismissive."
CNT-0174,New upload: Video claiming COVID-19 vaccines contain microchips,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes COVID misinformation by claiming vaccines contain microchips, which falls under denying medical conditions and promoting anti-vaccination."
CNT-0212,Reupload of Video harassing and intimidating a small business owner repeatedly -,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The content description explicitly states the video involves 'harassing and intimidating a small business owner repeatedly,' which directly matches the YELLOW tier for content that harasses, intimidates, or bullies."
CNT-0117,New upload: Content selling merchandise themed around a recent terrorist attack,POL-SENSIT,Sensitive Events,RED,HIGH,"The content is selling merchandise themed around a recent terrorist attack, which directly falls under the 'Selling products exploiting tragedies' criteria for the RED tier of Sensitive Events."
CNT-0455,Extended cut: Professional wingsuit flying over mountains filmed with drone,POL-HARM,Harmful Acts & Unreliable Content,GREEN,HIGH,"The content describes 'Professional wingsuit flying,' which falls under stunts or slightly dangerous acts performed in a professional and controlled environment, making it ads-eligible."
CNT-0232,Extended cut: Home video of person accidentally walking into glass door | unedit,POL-SHOCK,Shocking Content,GREEN,HIGH,"The content describes an accident (walking into a glass door) which falls under 'Accidents with no exposed injury' in the green tier for shocking content, as no graphic details are mentioned."
CNT-0476,Discussion video about proposed gun control legislation #trending,POL-FIRE,Firearms,GREEN,HIGH,"The content is a discussion video about gun control legislation, which is explicitly listed as 'Gun legislation discussions' under the GREEN tier for the Firearms policy."
CNT-0111,Reupload of Content showing close-up of fresh self-harm cuts with visible blood,POL-SHOCK,Shocking Content,RED,HIGH,"The content description explicitly states 'close-up of fresh self-harm cuts with visible blood,' which constitutes highly shocking and gruesome content with extreme injuries, falling under the RED tier."
CNT-0111,Reupload of Content showing close-up of fresh self-harm cuts with visible blood,POL-CONTROV,Controversial Issues,RED,HIGH,"The content depicts 'graphic self-harm with visible injuries,' which is a direct match for the RED tier under the Controversial Issues policy."
CNT-0444,Part 2: Thumbnail displaying the f-word prominently in large text,POL-LANG,Inappropriate Language,RED,HIGH,"The content description explicitly states that the thumbnail displays strong profanity (the 'f-word') prominently, which is a direct match for the RED tier under Inappropriate Language."
CNT-0370,New upload: Content selling merchandise themed around a recent terrorist attack ,POL-SENSIT,Sensitive Events,RED,HIGH,"The content is selling merchandise themed around a recent terrorist attack, which directly falls under exploiting sensitive events and selling products exploiting tragedies."
CNT-0370,New upload: Content selling merchandise themed around a recent terrorist attack ,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,Selling merchandise themed around a terrorist attack is gratuitously inflammatory and demeaning to the victims and the gravity of the event.
CNT-0283,Extended cut: Person shooting targets in their backyard near residential area #t,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"Shooting targets in a backyard near a residential area constitutes a high-risk activity due to the uncontrolled environment, potentially causing physical harm or distress."
CNT-0283,Extended cut: Person shooting targets in their backyard near residential area #t,POL-FIRE,Firearms,YELLOW,HIGH,"The content depicts the use of firearms outside of a controlled environment, specifically in a backyard near a residential area, which aligns with the YELLOW tier for firearm use."
CNT-0394,Part 2: Kids channel video showing realistic toy guns being fired,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The content explicitly describes a kids' channel video showing realistic toy guns being fired, which is a direct match for the RED tier under 'Realistic guns in kids content'."
CNT-0450,Content claiming a school shooting was staged with crisis actors - full version,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes a harmful conspiracy theory that denies the reality of a school shooting, claiming it was staged with crisis actors. This is a severe form of misinformation that causes distress and undermines public trust, similar to denying medical conditions or spreading dangerous misinformation."
CNT-0450,Content claiming a school shooting was staged with crisis actors - full version,POL-SENSIT,Sensitive Events,RED,HIGH,The content exploits a sensitive event (a school shooting) by promoting a conspiracy theory that denies its reality and victimizes those involved by labeling them 'crisis actors.' This is a clear example of exploiting a tragedy.
CNT-0450,Content claiming a school shooting was staged with crisis actors - full version,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The content is gratuitously demeaning and inflammatory by falsely claiming a tragic school shooting was staged and that victims/witnesses were 'crisis actors,' which insults and shames those affected."
CNT-0334,New upload: Challenge video eating Carolina Reaper pepper with visible distress ,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a challenge involving eating an extremely hot pepper, leading to visible physical distress, which falls under content showing physical harm or distress in a non-professional environment."
CNT-0334,New upload: Challenge video eating Carolina Reaper pepper with visible distress ,POL-SHOCK,Shocking Content,YELLOW,HIGH,"The 'visible distress' from eating a Carolina Reaper pepper in a challenge video is sensational and potentially graphic, aligning with shocking content that is unobscured but has general context, similar to sensational mukbang."
CNT-0334,New upload: Challenge video eating Carolina Reaper pepper with visible distress ,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Challenge videos involving extreme food consumption leading to visible distress are highly inappropriate for kids, similar to binge eating challenges which are explicitly classified as RED."
CNT-0336,Extended cut: Video encouraging kids to bully other students as a prank | unedit,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"The video explicitly encourages kids to bully other students as a prank, which directly falls under promoting negative behavior for kids, including bullying."
CNT-0336,Extended cut: Video encouraging kids to bully other students as a prank | unedit,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content encourages bullying as a prank, which glorifies a dangerous act that can cause significant emotional and psychological harm to victims."
CNT-0336,Extended cut: Video encouraging kids to bully other students as a prank | unedit,POL-INCEND,Incendiary & Demeaning,YELLOW,HIGH,"The video encourages bullying, which constitutes content that harasses, intimidates, or bullies others, aligning with the yellow tier for incendiary and demeaning content."
CNT-0437,Part 2: Documentary with unbleeped racial slurs for educational impact,POL-HATE,Hateful & Derogatory Content,YELLOW,HIGH,"The content description explicitly states 'unbleeped racial slurs for educational impact' in a 'Documentary', which directly matches the YELLOW tier description for 'Unobscured racial slurs in educational context'."
CNT-0059,Compilation of people failing at skateboard tricks with minor falls - viewer dis,POL-HARM,Harmful Acts & Unreliable Content,GREEN,HIGH,"The content describes a compilation of 'minor falls' during skateboard tricks, which directly aligns with the 'Fail compilations without graphic injuries' example listed under the GREEN tier for this policy."
CNT-0360,Part 2: Video titled 'This is absolute shit' reviewing a bad product - viewer di,POL-LANG,Inappropriate Language,YELLOW,HIGH,"The video title 'This is absolute shit' contains moderate profanity ('shit') in the title, which falls under the YELLOW tier for Inappropriate Language."
CNT-0407,New upload: Video promoting extreme caloric restriction and showing emaciated bo,POL-CONTROV,Controversial Issues,RED,HIGH,"The content promotes 'extreme caloric restriction,' which is a form of eating disorder, and shows an 'emaciated body,' constituting graphic and triggering content related to eating disorders."
CNT-0407,New upload: Video promoting extreme caloric restriction and showing emaciated bo,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"Promoting 'extreme caloric restriction' is a dangerous act that can lead to critical harm, falling under content glorifying dangerous acts or challenges causing critical harm."
CNT-0051,Full video: Tattoo procedure video showing the tattooing process with minimal bl,POL-VIOL,Violence,GREEN,HIGH,"The content describes a tattoo procedure with minimal blood, which aligns with the 'mild violence with minimal blood' tier."
CNT-0051,Full video: Tattoo procedure video showing the tattooing process with minimal bl,POL-SHOCK,Shocking Content,GREEN,HIGH,"The content describes a tattoo procedure, which is a cosmetic procedure, and specifies minimal blood, aligning with 'medical or cosmetic procedures that are educational'."
CNT-0221,Part 2: Comedy sketch where host says 'what the hell' and 'damn' throughout - fu,POL-LANG,Inappropriate Language,GREEN,HIGH,"The content description explicitly states the use of mild profanity ('hell' and 'damn') throughout a comedy sketch, which aligns with the green tier examples for inappropriate language."
CNT-0310,Extended cut: Video focused entirely on graphic wound close-ups with no medical ,POL-VIOL,Violence,RED,HIGH,"The content focuses entirely on graphic wound close-ups with no medical context, which constitutes ultra-graphic violent acts and injuries."
CNT-0310,Extended cut: Video focused entirely on graphic wound close-ups with no medical ,POL-SHOCK,Shocking Content,RED,HIGH,"The video's sole focus on graphic wound close-ups with no medical context makes its purpose to shock, aligning with disgusting, gruesome, and gory presentations."
CNT-0259,Reupload of Content reviewing and comparing different cigar brands favorably | u,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content reviews and favorably compares different cigar brands, which falls under promoting tobacco and tobacco-related products, a YELLOW tier violation."
CNT-0233,Reupload of PSA video about suicide prevention hotline and mental health resourc,POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content is a Public Service Announcement (PSA) about suicide prevention and mental health resources, which directly aligns with the green tier for content related to preventing controversial issues."
CNT-0233,Reupload of PSA video about suicide prevention hotline and mental health resourc,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content discusses suicide prevention and mental health, which are sensitive topics. As a PSA, it is a discussion about a sensitive event that is not exploitative or dismissive, fitting the green tier."
