content_id,description,disagreement_type,is_disagreement,severity_gap,human_review_priority,llm_policy,llm_severity,llm_confidence,llm_reasoning,rules_policy,rules_severity
CNT-0484,Full video: Ice bucket challenge video with friends laughing,"Rules find violation, LLM misses it",True,1,1.0,None,N/A,N/A,,Harmful Acts & Unreliable Content,GREEN
CNT-0412,New upload: Video showing a 12-year-old child firing a rifle without adult prese,"LLM finds violation, rules miss it",True,3,2.4,Firearms,RED,HIGH,"The content explicitly shows a minor (12-year-old child) firing a rifle without adult supervision, which directly matche",None,N/A
CNT-0190,New upload: Challenge video eating Carolina Reaper pepper with visible distress ,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,The challenge of eating a Carolina Reaper pepper to the point of visible distress is highly shocking content where the w,None,N/A
CNT-0081,Content denying a documented genocide and calling survivors liars #trending,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"Denying a documented genocide and calling survivors liars constitutes hate and harassment towards a group, and disparage",None,N/A
CNT-0175,Part 2: Educational video about STDs using animated depictions of sex - full ver,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"Content featuring animated depictions of sex, even in an educational context, is considered an adult theme and is inappr",None,N/A
CNT-0460,Full video: BB gun battle without protective gear in public park,"LLM finds violation, rules miss it",True,2,1.6,Firearms,YELLOW,HIGH,"The content describes a BB gun battle where participants are not wearing protective gear, which directly matches the YEL",None,N/A
CNT-0215,Part 2: Content depicting graphic torture of a restrained person - viewer discre,Both classifiers agree,False,0,0.0,Violence,RED,HIGH,"The content explicitly depicts 'graphic torture of a restrained person,' which falls under the RED tier for ultra graphi",Violence,RED
CNT-0193,Trending: Thumbnail with text overlay reading 'BULL***T' #trending,"LLM finds violation, rules miss it",True,2,1.6,Inappropriate Language,YELLOW,HIGH,"The thumbnail prominently displays obscured moderate profanity ('BULL***T'), which falls under the 'Moderate profanity l",None,N/A
CNT-0463,Viewer requested: Documentary about World War 2 showing fully blurred archival b,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content is a documentary about World War 2, an educational context, and the dead bodies are explicitly stated as 'fu",None,N/A
CNT-0481,Reupload of GTA gameplay where character completes drug dealing mission (2024),"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The content explicitly describes 'GTA gameplay where character completes drug dealing mission,' which falls under the 'G",None,N/A
CNT-0440,Reupload of Educational video about the history of the civil rights movement - v,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0016,Trending: Action movie clip showing character getting punched with minimal blood,Both classifiers agree,False,0,0.0,Violence,GREEN,HIGH,"The content describes a dramatized action movie clip with mild violence (a punch) and minimal blood, which aligns with t",Violence,GREEN
CNT-0488,Trending: Thumbnail with text overlay reading 'BULL***T',"LLM finds violation, rules miss it",True,1,0.8,Inappropriate Language,GREEN,HIGH,"The thumbnail contains an obscured form of moderate profanity ('BULL***T'), which is explicitly covered under the 'Abbre",None,N/A
CNT-0073,Part 2: Comedy sketch satirizing and condemning racist stereotypes - viewer disc,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"The topic of racist stereotypes, even when satirized and condemned, is an adult theme and therefore inappropriate for co",None,N/A
CNT-0036,New upload: Music video featuring choreographed hip-hop dancing in a studio | un,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0206,Video claiming COVID-19 vaccines contain microchips,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes COVID misinformation by claiming vaccines contain microchips, which directly falls under the RED ti",None,N/A
CNT-0384,Viewer requested: Gameplay where player aggregates NPCs for mass killing compila,Different policies detected entirely,True,3,3.6,Inappropriate Content for Kids,RED,HIGH,"A 'mass killing compilation' involves extreme violence and adult themes, making it inherently inappropriate for children",Violence,RED
CNT-0290,Viewer requested: Personal recovery story from someone who overcame bulimia,"LLM finds violation, rules miss it",True,1,0.8,Controversial Issues,GREEN,HIGH,"The content describes a personal recovery story from bulimia, which is explicitly listed as 'Eating disorder recovery st",None,N/A
CNT-0074,Educational video about the history of the civil rights movement #trending,"LLM finds violation, rules miss it",True,1,0.8,Hateful & Derogatory Content,GREEN,HIGH,"The content is an educational video about the civil rights movement, which involves discussions of protected groups and ",None,N/A
CNT-0380,Reupload of Rap music video titled 'That Sh*t Hits Different' #trending,"LLM finds violation, rules miss it",True,2,1.6,Inappropriate Language,YELLOW,HIGH,"The content title explicitly contains moderate profanity ('Sh*t'), which falls under the YELLOW tier for profanity in ti",None,N/A
CNT-0004,New upload: Podcast episode where hosts use 'shit' multiple times in conversatio,"LLM finds violation, rules miss it",True,1,0.8,Inappropriate Language,GREEN,HIGH,"The content description explicitly states the use of 'shit' multiple times in conversation, which falls under moderate p",None,N/A
CNT-0401,Extended cut: Parkour video on top of skyscrapers without safety equipment (2024,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content describes parkour on skyscrapers without safety equipment, which is an extremely dangerous act with a high r",None,N/A
CNT-0457,Video showing a 12-year-old child firing a rifle without adult present - full ve,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content depicts a 12-year-old child firing a rifle without adult supervision, which constitutes a highly dangerous a",None,N/A
CNT-0159,Reupload of Video showing real-world execution footage from conflict zone - view,Both classifiers agree,False,0,0.0,Violence,RED,HIGH,"The content description explicitly states 'real-world execution footage', which falls under ultra graphic violent acts a",Violence,RED
CNT-0473,Reupload of Discussion video about proposed gun control legislation | unedited,"LLM finds violation, rules miss it",True,1,0.8,Firearms,GREEN,HIGH,"The content is a discussion about gun legislation, which is explicitly listed as ads eligible under the Firearms policy.",None,N/A
CNT-0140,New upload: Content reviewing and comparing different cigar brands favorably | u,"LLM finds violation, rules miss it",True,2,1.6,Tobacco-Related Content,YELLOW,HIGH,"The content reviews and favorably compares different cigar brands, which constitutes promoting tobacco and tobacco-relat",None,N/A
CNT-0093,Full video: Gun review video at a professional shooting range with safety gear,Both classifiers agree,False,0,0.0,Firearms,GREEN,HIGH,"The content describes a gun review video conducted at a professional shooting range with safety gear, which directly ali",Firearms,GREEN
CNT-0015,Gameplay video of Call of Duty with combat starting after intro,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content is a gameplay video of Call of Duty, which features combat, and the description indicates the combat starts ",None,N/A
CNT-0137,Trending: Compilation video dedicated to insulting and mocking a public figure |,Both classifiers agree,False,0,0.0,Incendiary & Demeaning,YELLOW,HIGH,"The content is a compilation video dedicated to insulting and mocking a public figure, which directly aligns with conten",Incendiary & Demeaning,YELLOW
CNT-0356,Viewer requested: Video promoting a new line of flavored vape pens and e-liquids,Both classifiers agree,False,0,0.0,Tobacco-Related Content,YELLOW,HIGH,"The content explicitly promotes a new line of flavored vape pens and e-liquids, which falls under the YELLOW tier for co",Tobacco-Related Content,YELLOW
CNT-0405,Graphic depiction of violence between children in schoolyard - viewer discretion,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,"The content explicitly describes a 'graphic depiction of violence' and specifies it is 'between children,' which falls u",None,N/A
CNT-0494,Gun review video at a professional shooting range with safety gear - viewer disc,Both classifiers agree,False,0,0.0,Firearms,GREEN,HIGH,"The content describes a gun review video conducted in a safe, professional environment (shooting range with safety gear)",Firearms,GREEN
CNT-0014,Part 2: Bodycam footage of routine police arrest with forcible handcuffing,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content describes bodycam footage of a routine police arrest with forcible handcuffing, which falls under 'Law enfor",None,N/A
CNT-0286,New upload: Video stating all people of a certain nationality are inferior,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content explicitly states that all people of a certain nationality are inferior, which constitutes hate or harassmen",None,N/A
CNT-0330,New upload: Tutorial on how to install spyware on someone's phone secretly,"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content provides a tutorial on how to secretly install spyware, which directly teaches unauthorized access and hacki",None,N/A
CNT-0346,Viewer requested: Comedy sketch satirizing and condemning racist stereotypes,"LLM finds violation, rules miss it",True,1,0.8,Hateful & Derogatory Content,GREEN,HIGH,"The content is a comedy sketch explicitly satirizing and condemning racist stereotypes, which aligns with the 'Comedy co",None,N/A
CNT-0315,Part 2: Content selling merchandise themed around a recent terrorist attack - fu,"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The content is selling merchandise themed around a recent terrorist attack, which directly falls under the RED tier for ",None,N/A
CNT-0319,Viewer requested: Content showing person eating live insects solely to shock vie,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,"The content explicitly describes 'eating live insects solely to shock viewers,' which directly matches the RED tier desc",None,N/A
CNT-0425,New upload: Video featuring sex toys being demonstrated and reviewed - viewer di,Both classifiers agree,False,0,0.0,Adult Content,RED,HIGH,"The content explicitly features the demonstration and review of sex toys, which falls under the RED tier for Adult Conte",Adult Content,RED
CNT-0220,Extended cut: Video stating all people of a certain nationality are inferior - v,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content explicitly states that an entire nationality is inferior, which constitutes disparagement of a protected gro",None,N/A
CNT-0116,Video using clickbait title about recent tragedy to get views (2024),"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The content uses a clickbait title about a recent tragedy to gain views, which directly falls under exploiting sensitive",None,N/A
CNT-0294,Content claiming that cancer can be cured through diet alone,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,The content promotes dangerous medical misinformation by claiming a serious disease like cancer can be cured by diet alo,None,N/A
CNT-0143,New upload: Podcast episode where hosts use 'shit' multiple times in conversatio,"LLM finds violation, rules miss it",True,1,0.8,Inappropriate Language,GREEN,HIGH,"The content description explicitly states the use of moderate profanity ('shit') multiple times in conversation, which a",None,N/A
CNT-0391,Trending: Animated content for kids featuring adult horror characters like Momo,Both classifiers agree,False,0,0.0,Inappropriate Content for Kids,RED,HIGH,"The content features adult horror characters like Momo in animated content specifically for kids, which falls under the ",Inappropriate Content for Kids,RED
CNT-0472,Part 2: Movie scene showing character jumping from bridge in larger narrative,"LLM finds violation, rules miss it",True,1,0.8,Controversial Issues,GREEN,HIGH,"The content describes a dramatized movie scene depicting a character jumping from a bridge, which is a sensitive act oft",None,N/A
CNT-0189,Full video: Thumbnail displaying the f-word prominently in large text (2024),"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Language,RED,HIGH,"The content features the 'f-word' prominently in the thumbnail, which is classified as stronger profanity in thumbnails ",None,N/A
CNT-0429,Viewer requested: Stand-up comedy set with frequent use of 'bitch' and 'asshole',"LLM finds violation, rules miss it",True,1,0.8,Inappropriate Language,GREEN,HIGH,"The content is a stand-up comedy set with frequent use of moderate profanity ('bitch', 'asshole'), which is explicitly c",None,N/A
CNT-0180,Full video: Comedy sketch where host says 'what the hell' and 'damn' throughout,Both classifiers agree,False,0,0.0,Inappropriate Language,GREEN,HIGH,"The content uses mild profanity ('hell', 'damn') frequently in a comedy sketch, which is explicitly listed as eligible f",Inappropriate Language,GREEN
CNT-0056,Viewer requested: Content showing person eating live insects solely to shock vie,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,"The content explicitly describes 'eating live insects solely to shock viewers,' which directly matches the RED tier exam",None,N/A
CNT-0115,New upload: Documentary discussing the impact of a mass shooting on community #t,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content is a documentary discussing the impact of a mass shooting, implying an educational context without graphic d",None,N/A
CNT-0247,Part 2: News report mentioning a local homicide without graphic descriptions (20,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content is a news report mentioning a homicide without graphic descriptions, which aligns with non-graphic dead bodi",None,N/A
CNT-0337,Part 2: News reporter covering a natural disaster aftermath respectfully,"LLM finds violation, rules miss it",True,1,0.8,Sensitive Events,GREEN,HIGH,"The content describes a news reporter respectfully covering the aftermath of a natural disaster, which falls under news ",None,N/A
CNT-0080,Trending: Video singling out a specific person for targeted harassment campaign ,Both classifiers agree,False,0,0.0,Hateful & Derogatory Content,RED,HIGH,"The content describes a video that singles out a specific person for a targeted harassment campaign, which directly alig",Hateful & Derogatory Content,RED
CNT-0109,Thumbnail showing graphic image of self-harm scars for awareness video | unedite,"LLM finds violation, rules miss it",True,2,1.6,Shocking Content,YELLOW,HIGH,"The thumbnail displays a graphic image of self-harm scars, which is considered shocking content, even if presented withi",None,N/A
CNT-0260,Part 2: Video focused entirely on graphic wound close-ups with no medical contex,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,"The content is entirely focused on unedited, ultra-graphic wound close-ups with no medical context, which aligns with th",None,N/A
CNT-0296,Full video: Prank involving fake bomb scare in a crowded public place,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content describes a prank involving a fake bomb scare, which falls under the RED tier for 'Pranks involving suicide ",None,N/A
CNT-0054,Full video: Mukbang video eating live octopus tentacles in theatrical manner (20,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,"The content describes 'eating live octopus tentacles in theatrical manner,' which directly matches the RED tier example ",None,N/A
CNT-0181,Part 2: Romantic comedy scene with characters kissing passionately (2024),Both classifiers agree,False,0,0.0,Adult Content,GREEN,HIGH,"The content describes a 'romantic comedy scene with characters kissing passionately,' which aligns with the 'Romance or ",Adult Content,GREEN
CNT-0160,New upload: Thumbnail displaying the f-word prominently in large text | unedited,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Language,RED,HIGH,"The content description explicitly states that the 'f-word' is prominently displayed in large text on the thumbnail, whi",None,N/A
CNT-0308,Viewer requested: Video showing how to break into houses using lockpicking tools,"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly shows how to break into houses using lockpicking tools, which constitutes teaching unauthorized a",None,N/A
CNT-0148,Viewer requested: Video claiming COVID-19 vaccines contain microchips - full ver,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes misinformation by claiming COVID-19 vaccines contain microchips, which directly falls under denying",None,N/A
CNT-0027,New upload: Documentary on recent homicide with descriptive language about death,"LLM finds violation, rules miss it",True,2,1.6,Violence,YELLOW,HIGH,The content is a documentary on a recent homicide with descriptive language about death and is unedited. This suggests t,None,N/A
CNT-0465,Music video featuring choreographed hip-hop dancing in a studio,Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0217,Part 2: News segment covering abortion legislation changes factually - viewer di,"LLM finds violation, rules miss it",True,1,0.8,Controversial Issues,GREEN,HIGH,"The content is described as a factual news segment covering abortion legislation changes, which falls under non-graphic ",None,N/A
CNT-0385,Viewer requested: Educational video about STDs using animated depictions of sex ,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,Content discussing STDs and featuring animated depictions of sex is inherently adult-themed and inappropriate for childr,None,N/A
CNT-0447,Full video: Documentary with unbleeped racial slurs for educational impact #tren,Both classifiers agree,False,0,0.0,Inappropriate Language,RED,HIGH,"The content contains unbleeped racial slurs, which are considered extreme profanity or hateful language, falling under t",Inappropriate Language,RED
CNT-0182,News reporter covering a natural disaster aftermath respectfully #trending,"LLM finds violation, rules miss it",True,1,0.8,Sensitive Events,GREEN,HIGH,"The content describes a news reporter covering a natural disaster aftermath respectfully, which aligns with the green ti",None,N/A
CNT-0211,First person account describing child abuse in graphic sexual detail - viewer di,"LLM finds violation, rules miss it",True,3,2.4,Violence,RED,HIGH,"The content describes child abuse in graphic detail, which falls under the 'violence targeting minors' criterion for the",None,N/A
CNT-0063,Reupload of Prank where person is told their spouse died causing extreme distres,"LLM finds violation, rules miss it",True,2,1.6,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a prank that causes extreme emotional distress by falsely informing someone their spouse died, whi",None,N/A
CNT-0344,Viewer requested: Video using clickbait title about recent tragedy to get views ,"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The content uses a clickbait title about a recent tragedy to gain views, which directly aligns with exploiting sensitive",None,N/A
CNT-0169,Full video: Prank where person is told their spouse died causing extreme distres,"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The prank exploits the sensitive event of a spouse's death for entertainment, causing severe distress and profiting from",None,N/A
CNT-0439,Viewer requested: Content repeatedly using homophobic slurs as insults,Both classifiers agree,False,0,0.0,Inappropriate Language,RED,HIGH,"The content repeatedly uses homophobic slurs, which are classified as extreme profanity and hateful language, warranting",Inappropriate Language,RED
CNT-0288,Full video: Video titled 'how to end your life with dignity' with instructions,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The video provides instructions on 'how to end your life,' which directly promotes self-harm and suicide, falling under ",None,N/A
CNT-0301,Trending: Personal story about recovering from opioid addiction | unedited,"LLM finds violation, rules miss it",True,1,0.8,Recreational Drugs,GREEN,HIGH,"The content is a personal story about recovering from opioid addiction, which directly aligns with the 'Drug addiction r",None,N/A
CNT-0031,Reupload of Video showing real-world execution footage from conflict zone #trend,Both classifiers agree,False,0,0.0,Violence,RED,HIGH,"The content explicitly describes 'real-world execution footage,' which constitutes ultra-graphic violent acts and injuri",Violence,RED
CNT-0285,New upload: Prank where person is told their spouse died causing extreme distres,"LLM finds violation, rules miss it",True,2,1.6,Harmful Acts & Unreliable Content,YELLOW,HIGH,The content describes a prank designed to cause extreme emotional distress by falsely informing someone of their spouse',None,N/A
CNT-0067,New upload: Content promoting anti-vaccination conspiracy theories as facts (202,Both classifiers agree,False,0,0.0,Harmful Acts & Unreliable Content,RED,HIGH,"The content explicitly promotes anti-vaccination conspiracy theories as facts, which directly falls under the RED tier f",Harmful Acts & Unreliable Content,RED
CNT-0416,Reupload of Boxing match at professional arena with visible face punches #trendi,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content describes a professional boxing match with visible punches, which is a regulated sport and falls under mild,",None,N/A
CNT-0191,Trending: Movie scene showing character jumping from bridge in larger narrative ,"LLM finds violation, rules miss it",True,1,0.8,Violence,GREEN,HIGH,"The content describes a dramatized movie scene, which falls under 'dramatized non-graphic' violence, eligible for ads, a",None,N/A
CNT-0379,Viewer requested: Video promoting extreme caloric restriction and showing emacia,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content is promoting extreme caloric restriction, which is a dangerous act that can cause critical harm and is expli",None,N/A
CNT-0382,Podcast episode where hosts use 'shit' multiple times in conversation | unedited,"LLM finds violation, rules miss it",True,1,0.8,Inappropriate Language,GREEN,HIGH,"The content description indicates moderate profanity ('shit') used multiple times in conversation, which aligns with the",None,N/A
CNT-0050,Home video of person accidentally walking into glass door,"LLM finds violation, rules miss it",True,1,0.8,Shocking Content,GREEN,HIGH,The content describes an accident (walking into a glass door) which falls under 'Accidents with no exposed injury' in th,None,N/A
CNT-0222,Extended cut: Mukbang video eating live octopus tentacles in theatrical manner,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,"The content describes a mukbang video featuring the eating of live octopus tentacles in a theatrical manner, which direc",None,N/A
CNT-0048,Full video: Dermatologist explaining ear wax removal procedure educationally,"LLM finds violation, rules miss it",True,1,0.8,Shocking Content,GREEN,HIGH,"The content describes a dermatologist explaining an ear wax removal procedure in an educational manner, which aligns wit",None,N/A
CNT-0044,Reupload of Content discussing sexual fetishes with explicit descriptions (2024),Both classifiers agree,False,0,0.0,Adult Content,RED,HIGH,"The content explicitly discusses sexual fetishes with explicit descriptions, which falls under the RED tier for Adult Co",Adult Content,RED
CNT-0426,Reupload of BB gun battle without protective gear in public park | unedited,"LLM finds violation, rules miss it",True,2,1.6,Firearms,YELLOW,HIGH,"The content describes the use of BB guns against others without protective gear, which is explicitly listed under the YE",None,N/A
CNT-0047,Video with thumbnail showing 18+ adult content warning (2024),"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"Content explicitly labeled as '18+ adult content' is inherently inappropriate for children, regardless of whether it is ",None,N/A
CNT-0035,Reupload of Sex education video explaining contraception methods with diagrams,Both classifiers agree,False,0,0.0,Adult Content,GREEN,HIGH,"The content is described as a 'Sex education video explaining contraception methods with diagrams', which directly align",Adult Content,GREEN
CNT-0243,Viewer requested: Video about phone jailbreaking and custom ROM installation - f,"LLM finds violation, rules miss it",True,3,2.4,Enabling Dishonest Behavior,RED,HIGH,"The content teaches 'jailbreaking' and 'custom ROM installation,' which involves bypassing manufacturer restrictions and",None,N/A
CNT-0352,Part 2: Video showing exposed nudity with clearly visible sexual body parts - vi,Both classifiers agree,False,0,0.0,Adult Content,RED,HIGH,"The content description explicitly states 'exposed nudity with clearly visible sexual body parts,' which directly matche",Adult Content,RED
CNT-0079,Part 2: Content promoting white supremacist ideology and symbols | unedited,"LLM finds violation, rules miss it",True,3,2.4,Hateful & Derogatory Content,RED,HIGH,"The content explicitly promotes white supremacist ideology and symbols, which directly falls under promoting hate groups",None,N/A
CNT-0192,Trending: Dance video with deliberate camera zoom on sexual body parts | unedite,"LLM finds violation, rules miss it",True,3,2.4,Adult Content,RED,HIGH,"The content features a deliberate camera zoom on sexual body parts during a dance, which is classified as sexually arous",None,N/A
CNT-0131,New upload: Animated content for kids featuring adult horror characters like Mom,Both classifiers agree,False,0,0.0,Inappropriate Content for Kids,RED,HIGH,"The content features adult horror characters like Momo in animated content explicitly made for kids, which falls under '",Inappropriate Content for Kids,RED
CNT-0341,Trending: Hunting video where the moment of kill is indiscernible in the distanc,"LLM finds violation, rules miss it",True,2,1.6,Firearms,YELLOW,HIGH,A hunting video inherently involves the use of firearms outside of a highly controlled environment like a shooting range,None,N/A
CNT-0468,Extended cut: Sex education video explaining contraception methods with diagrams,Both classifiers agree,False,0,0.0,Adult Content,GREEN,HIGH,"The content is described as a non-graphic sex education video explaining contraception methods with diagrams, which alig",Adult Content,GREEN
CNT-0219,Trending: BB gun battle without protective gear in public park - viewer discreti,"LLM finds violation, rules miss it",True,2,1.6,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The content describes a BB gun battle without protective gear in a public park, which is a high-risk activity in a non-p",None,N/A
CNT-0161,Full video: Video encouraging kids to bully other students as a prank - full ver,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content encourages kids to bully others as a prank, which glorifies dangerous acts and causes physical or emotional ",None,N/A
CNT-0049,Cooking tutorial showing raw fish being prepared on cutting board (2024),Both classifiers agree,False,0,0.0,None,N/A,N/A,,None,N/A
CNT-0374,Brief mention 'next week we discuss declining suicide rates' in outro (2024),"LLM finds violation, rules miss it",True,1,0.8,Controversial Issues,GREEN,HIGH,"The content makes a brief, non-graphic mention of 'declining suicide rates' in the outro, which aligns with fleeting non",None,N/A
CNT-0213,New upload: Content showing close-up of fresh self-harm cuts with visible blood ,"LLM finds violation, rules miss it",True,3,2.4,Controversial Issues,RED,HIGH,"The content explicitly describes a 'close-up of fresh self-harm cuts with visible blood,' which directly matches the RED",None,N/A
CNT-0205,Part 2: Gameplay where player aggregates NPCs for mass killing compilation (2024,Both classifiers agree,False,0,0.0,Violence,RED,HIGH,"The content explicitly describes a 'mass killing compilation' in gameplay, which focuses on ultra-graphic violent acts a",Violence,RED
CNT-0479,New upload: Content selling merchandise themed around a recent terrorist attack ,"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The content is selling merchandise themed around a recent terrorist attack, which directly falls under profiting from or",None,N/A
CNT-0424,Trending: Brief mention 'next week we discuss declining suicide rates' in outro ,"LLM finds violation, rules miss it",True,1,0.8,Sensitive Events,GREEN,HIGH,"The content makes a brief, non-graphic mention of discussing 'declining suicide rates' in an outro, which falls under di",None,N/A
CNT-0174,New upload: Video claiming COVID-19 vaccines contain microchips,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes COVID misinformation by claiming vaccines contain microchips, which falls under denying medical con",None,N/A
CNT-0212,Reupload of Video harassing and intimidating a small business owner repeatedly -,"LLM finds violation, rules miss it",True,2,1.6,Incendiary & Demeaning,YELLOW,HIGH,The content description explicitly states the video involves 'harassing and intimidating a small business owner repeated,None,N/A
CNT-0117,New upload: Content selling merchandise themed around a recent terrorist attack,"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The content is selling merchandise themed around a recent terrorist attack, which directly falls under the 'Selling prod",None,N/A
CNT-0455,Extended cut: Professional wingsuit flying over mountains filmed with drone,"LLM finds violation, rules miss it",True,1,0.8,Harmful Acts & Unreliable Content,GREEN,HIGH,"The content describes 'Professional wingsuit flying,' which falls under stunts or slightly dangerous acts performed in a",None,N/A
CNT-0232,Extended cut: Home video of person accidentally walking into glass door | unedit,"LLM finds violation, rules miss it",True,1,0.8,Shocking Content,GREEN,HIGH,The content describes an accident (walking into a glass door) which falls under 'Accidents with no exposed injury' in th,None,N/A
CNT-0476,Discussion video about proposed gun control legislation #trending,"LLM finds violation, rules miss it",True,1,0.8,Firearms,GREEN,HIGH,"The content is a discussion video about gun control legislation, which is explicitly listed as 'Gun legislation discussi",None,N/A
CNT-0111,Reupload of Content showing close-up of fresh self-harm cuts with visible blood,"LLM finds violation, rules miss it",True,3,2.4,Shocking Content,RED,HIGH,"The content description explicitly states 'close-up of fresh self-harm cuts with visible blood,' which constitutes highl",None,N/A
CNT-0444,Part 2: Thumbnail displaying the f-word prominently in large text,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Language,RED,HIGH,"The content description explicitly states that the thumbnail displays strong profanity (the 'f-word') prominently, which",None,N/A
CNT-0370,New upload: Content selling merchandise themed around a recent terrorist attack ,"LLM finds violation, rules miss it",True,3,2.4,Sensitive Events,RED,HIGH,"The content is selling merchandise themed around a recent terrorist attack, which directly falls under exploiting sensit",None,N/A
CNT-0283,Extended cut: Person shooting targets in their backyard near residential area #t,"LLM finds violation, rules miss it",True,2,1.6,Harmful Acts & Unreliable Content,YELLOW,HIGH,Shooting targets in a backyard near a residential area constitutes a high-risk activity due to the uncontrolled environm,None,N/A
CNT-0394,Part 2: Kids channel video showing realistic toy guns being fired,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"The content explicitly describes a kids' channel video showing realistic toy guns being fired, which is a direct match f",None,N/A
CNT-0450,Content claiming a school shooting was staged with crisis actors - full version,"LLM finds violation, rules miss it",True,3,2.4,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes a harmful conspiracy theory that denies the reality of a school shooting, claiming it was staged wi",None,N/A
CNT-0334,New upload: Challenge video eating Carolina Reaper pepper with visible distress ,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"Challenge videos involving extreme food consumption leading to visible distress are highly inappropriate for kids, simil",None,N/A
CNT-0336,Extended cut: Video encouraging kids to bully other students as a prank | unedit,"LLM finds violation, rules miss it",True,3,2.4,Inappropriate Content for Kids,RED,HIGH,"The video explicitly encourages kids to bully other students as a prank, which directly falls under promoting negative b",None,N/A
CNT-0437,Part 2: Documentary with unbleeped racial slurs for educational impact,Different policies detected entirely,True,3,3.6,Hateful & Derogatory Content,YELLOW,HIGH,"The content description explicitly states 'unbleeped racial slurs for educational impact' in a 'Documentary', which dire",Inappropriate Language,RED
